*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 09:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 09:00', 'FR', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 09:00', 'NL', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 10:00', 'AT', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 10:00', 'BE', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 10:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 10:00', 'FR', '').
*** 2020-12-20 22:32:21,512 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 10:00', 'NL', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 11:00', 'AT', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 11:00', 'BE', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 11:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 11:00', 'FR', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 11:00', 'NL', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 12:00', 'AT', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 12:00', 'BE', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 12:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 12:00', 'FR', '').
*** 2020-12-20 22:32:21,513 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 12:00', 'NL', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 13:00', 'AT', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 13:00', 'BE', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 13:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 13:00', 'FR', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 13:00', 'NL', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 14:00', 'AT', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 14:00', 'BE', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 14:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 14:00', 'FR', '').
*** 2020-12-20 22:32:21,514 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 14:00', 'NL', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 15:00', 'AT', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 15:00', 'BE', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 15:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 15:00', 'FR', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 15:00', 'NL', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 16:00', 'AT', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 16:00', 'BE', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 16:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 16:00', 'FR', '').
*** 2020-12-20 22:32:21,515 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 16:00', 'NL', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 17:00', 'AT', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 17:00', 'BE', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 17:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 17:00', 'FR', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 17:00', 'NL', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 18:00', 'AT', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 18:00', 'BE', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 18:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,516 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 18:00', 'FR', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 18:00', 'NL', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
